Serial No,Quantity,Unit Price (USD),Date Ordered,Hospital Name,State,Equipment,Supplier,Supplier Country
300,12,200,2024-09-16,State Hospital,Oyo,MRI Machine,MedTech Co.,USA
301,10,250,2024-01-15,General Hospital,Lagos,MRI Machine,MedTech Co.,USA
302,5,200,2024-01-20,City Hospital,Abuja,MRI Machine,HealthEquip Ltd.,UK
303,20,150,2024-01-25,Central Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
304,15,300,2024-01-30,Sunshine Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
305,8,500,2024-02-04,Community Hospital,Kaduna,Ultrasound,HealthEquip Ltd.,UK
306,12,180,2024-02-09,Healing Hands Hospital,Enugu,X-Ray Machine,Radiant Suppliers,China
307,25,220,2024-02-14,Hope Hospital,Kano,MRI Machine,MedTech Co.,USA
308,30,320,2024-02-19,Unity Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
309,10,550,2024-02-24,Metro Hospital,Abuja,Ultrasound,HealthEquip Ltd.,UK
310,50,130,2024-02-29,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
311,20,270,2024-03-05,City Medical Center,Lagos,MRI Machine,MedTech Co.,USA
312,6,300,2024-03-10,General Hospital,Rivers,CT Scanner,TechHealth Inc.,Canada
313,15,250,2024-03-15,Central Clinic,Ogun,Ultrasound,HealthEquip Ltd.,UK
314,4,450,2024-03-20,Healing Touch Hospital,Enugu,MRI Machine,Radiant Suppliers,China
315,25,180,2024-03-25,Sunshine Medical,Lagos,X-Ray Machine,MedTech Co.,USA
316,18,600,2024-03-30,Hope Clinic,Kano,CT Scanner,HealthEquip Ltd.,UK
317,14,150,2024-04-04,Metro Medical Center,Abuja,Ultrasound,TechHealth Inc.,Canada
318,11,200,2024-04-09,State Medical Center,Oyo,MRI Machine,MedTech Co.,USA
319,30,400,2024-04-14,General Clinic,Lagos,CT Scanner,HealthEquip Ltd.,UK
320,10,150,2024-04-19,City Hospital,Rivers,Ultrasound,TechHealth Inc.,Canada
321,12,350,2024-04-24,Hope Hospital,Abuja,MRI Machine,Radiant Suppliers,China
322,10,450,2024-04-29,Healing Hands Hospital,Enugu,X-Ray Machine,HealthEquip Ltd.,UK
323,5,600,2024-05-04,Central Hospital,Kaduna,Ultrasound,MedTech Co.,USA
324,20,120,2024-05-09,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
325,15,330,2024-05-14,City Medical Center,Lagos,MRI Machine,TechHealth Inc.,Canada
326,10,450,2024-05-19,Central Hospital,Rivers,Ultrasound,HealthEquip Ltd.,UK
327,7,200,2024-05-24,Metro Hospital,Abuja,X-Ray Machine,Radiant Suppliers,China
328,25,280,2024-05-29,Hope Clinic,Kano,CT Scanner,TechHealth Inc.,Canada
329,30,400,2024-06-03,Sunshine Hospital,Lagos,MRI Machine,MedTech Co.,USA
330,15,170,2024-06-08,General Hospital,Enugu,Ultrasound,HealthEquip Ltd.,UK
331,12,300,2024-06-13,State Medical Center,Oyo,CT Scanner,MedTech Co.,USA
332,6,400,2024-06-18,Healing Hands Hospital,Rivers,MRI Machine,HealthEquip Ltd.,Canada
333,8,250,2024-06-23,Metro Medical Center,Abuja,X-Ray Machine,TechHealth Inc.,UK
334,14,150,2024-06-28,Central Clinic,Kaduna,Ultrasound,MedTech Co.,China
335,25,220,2024-07-03,Community Hospital,Lagos,MRI Machine,MedTech Co.,USA
336,18,600,2024-07-08,Sunshine Medical,Kano,CT Scanner,HealthEquip Ltd.,UK
337,10,150,2024-07-13,Hope Hospital,Enugu,Ultrasound,Radiant Suppliers,China
338,11,300,2024-07-18,City Medical Center,Oyo,X-Ray Machine,HealthEquip Ltd.,UK
339,25,320,2024-07-23,State Hospital,Lagos,MRI Machine,Radiant Suppliers,China
340,12,400,2024-07-28,General Hospital,Kaduna,CT Scanner,HealthEquip Ltd.,UK
341,30,200,2024-08-02,Healing Touch Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
342,15,150,2024-08-07,Metro Hospital,Abuja,Ultrasound,TechHealth Inc.,Canada
343,20,350,2024-08-12,Central Hospital,Enugu,MRI Machine,MedTech Co.,USA
344,5,450,2024-08-17,Sunshine Hospital,Lagos,CT Scanner,HealthEquip Ltd.,UK
345,10,250,2024-08-22,Community Hospital,Abuja,Ultrasound,Radiant Suppliers,China
346,14,150,2024-08-27,Hope Clinic,Kano,MRI Machine,TechHealth Inc.,Canada
347,20,300,2024-09-01,Healing Hands Hospital,Lagos,Defibrillator,SoloSupplier Inc.,UK
348,5,750,2024-09-06,City Hospital,Rivers,Ventilator,ExclusiveTech Ltd.,Germany
349,10,400,2024-09-11,Metro Medical Center,Abuja,Surgical Table,HealthEquip Ltd.,UK
350,12,200,2024-09-16,State Hospital,Oyo,MRI Machine,MedTech Co.,USA
351,10,250,2024-01-15,General Hospital,Lagos,MRI Machine,MedTech Co.,USA
352,5,200,2024-01-20,City Hospital,Abuja,MRI Machine,HealthEquip Ltd.,UK
353,20,150,2024-01-25,Central Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
354,15,300,2024-01-30,Sunshine Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
355,8,500,2024-02-04,Community Hospital,Kaduna,Ultrasound,HealthEquip Ltd.,UK
356,12,180,2024-02-09,Healing Hands Hospital,Enugu,X-Ray Machine,Radiant Suppliers,China
357,25,220,2024-02-14,Hope Hospital,Kano,MRI Machine,MedTech Co.,USA
358,30,320,2024-02-19,Unity Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
359,10,550,2024-02-24,Metro Hospital,Abuja,Ultrasound,HealthEquip Ltd.,UK
360,50,130,2024-02-29,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
361,20,270,2024-03-05,City Medical Center,Lagos,MRI Machine,MedTech Co.,USA
362,6,300,2024-03-10,General Hospital,Rivers,CT Scanner,TechHealth Inc.,Canada
363,15,250,2024-03-15,Central Clinic,Ogun,Ultrasound,HealthEquip Ltd.,UK
364,4,450,2024-03-20,Healing Touch Hospital,Enugu,MRI Machine,Radiant Suppliers,China
365,25,180,2024-03-25,Sunshine Medical,Lagos,X-Ray Machine,MedTech Co.,USA
366,18,600,2024-03-30,Hope Clinic,Kano,CT Scanner,HealthEquip Ltd.,UK
367,14,150,2024-04-04,Metro Medical Center,Abuja,Ultrasound,TechHealth Inc.,Canada
368,11,200,2024-04-09,State Medical Center,Oyo,MRI Machine,MedTech Co.,USA
369,30,400,2024-04-14,General Clinic,Lagos,CT Scanner,HealthEquip Ltd.,UK
370,10,150,2024-04-19,City Hospital,Rivers,Ultrasound,TechHealth Inc.,Canada
371,12,350,2024-04-24,Hope Hospital,Abuja,MRI Machine,Radiant Suppliers,China
372,10,450,2024-04-29,Healing Hands Hospital,Enugu,X-Ray Machine,HealthEquip Ltd.,UK
373,5,600,2024-05-04,Central Hospital,Kaduna,Ultrasound,MedTech Co.,USA
374,20,120,2024-05-09,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
375,15,330,2024-05-14,City Medical Center,Lagos,MRI Machine,TechHealth Inc.,Canada
376,10,450,2024-05-19,Central Hospital,Rivers,Ultrasound,HealthEquip Ltd.,UK
377,7,200,2024-05-24,Metro Hospital,Abuja,X-Ray Machine,Radiant Suppliers,China
378,25,280,2024-05-29,Hope Clinic,Kano,CT Scanner,TechHealth Inc.,Canada
379,30,400,2024-06-03,Sunshine Hospital,Lagos,MRI Machine,MedTech Co.,USA
380,15,170,2024-06-08,General Hospital,Enugu,Ultrasound,HealthEquip Ltd.,UK
381,12,300,2024-06-13,State Medical Center,Oyo,CT Scanner,MedTech Co.,USA
382,6,400,2024-06-18,Healing Hands Hospital,Rivers,MRI Machine,HealthEquip Ltd.,Canada
383,8,250,2024-06-23,Metro Medical Center,Abuja,X-Ray Machine,TechHealth Inc.,UK
384,14,150,2024-06-28,Central Clinic,Kaduna,Ultrasound,MedTech Co.,China
385,25,220,2024-07-03,Community Hospital,Lagos,MRI Machine,MedTech Co.,USA
386,18,600,2024-07-08,Sunshine Medical,Kano,CT Scanner,HealthEquip Ltd.,UK
387,10,150,2024-07-13,Hope Hospital,Enugu,Ultrasound,Radiant Suppliers,China
388,11,300,2024-07-18,City Medical Center,Oyo,X-Ray Machine,HealthEquip Ltd.,UK
389,25,320,2024-07-23,State Hospital,Lagos,MRI Machine,Radiant Suppliers,China
390,12,400,2024-07-28,General Hospital,Kaduna,CT Scanner,HealthEquip Ltd.,UK
391,30,200,2024-08-02,Healing Touch Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
392,15,150,2024-08-07,Metro Hospital,Abuja,Ultrasound,TechHealth Inc.,Canada
393,20,350,2024-08-12,Central Hospital,Enugu,MRI Machine,MedTech Co.,USA
394,5,450,2024-08-17,Sunshine Hospital,Lagos,CT Scanner,HealthEquip Ltd.,UK
395,10,250,2024-08-22,Community Hospital,Abuja,Ultrasound,Radiant Suppliers,China
396,14,150,2024-08-27,Hope Clinic,Kano,MRI Machine,TechHealth Inc.,Canada
397,20,300,2024-09-01,Healing Hands Hospital,Lagos,Defibrillator,SoloSupplier Inc.,UK
398,5,750,2024-09-06,City Hospital,Rivers,Ventilator,ExclusiveTech Ltd.,Germany
399,10,400,2024-09-11,Metro Medical Center,Abuja,Surgical Table,HealthEquip Ltd.,UK
400,12,200,2024-09-16,State Hospital,Oyo,MRI Machine,MedTech Co.,USA
401,10,250,2024-01-15,General Hospital,Lagos,MRI Machine,MedTech Co.,USA
402,5,200,2024-01-20,City Hospital,Abuja,MRI Machine,HealthEquip Ltd.,UK
403,20,150,2024-01-25,Central Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
404,15,300,2024-01-30,Sunshine Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
405,8,500,2024-02-04,Community Hospital,Kaduna,Ultrasound,HealthEquip Ltd.,UK
406,12,180,2024-02-09,Healing Hands Hospital,Enugu,X-Ray Machine,Radiant Suppliers,China
407,25,220,2024-02-14,Hope Hospital,Kano,MRI Machine,MedTech Co.,USA
408,30,320,2024-02-19,Unity Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
409,10,550,2024-02-24,Metro Hospital,Abuja,Ultrasound,HealthEquip Ltd.,UK
410,50,130,2024-02-29,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
411,20,270,2024-03-05,City Medical Center,Lagos,MRI Machine,MedTech Co.,USA
412,6,300,2024-03-10,General Hospital,Rivers,CT Scanner,TechHealth Inc.,Canada
413,15,250,2024-03-15,Central Clinic,Ogun,Ultrasound,HealthEquip Ltd.,UK
414,4,450,2024-03-20,Healing Touch Hospital,Enugu,MRI Machine,Radiant Suppliers,China
415,25,180,2024-03-25,Sunshine Medical,Lagos,X-Ray Machine,MedTech Co.,USA
416,18,600,2024-03-30,Hope Clinic,Kano,CT Scanner,HealthEquip Ltd.,UK
417,14,150,2024-04-04,Metro Medical Center,Abuja,Ultrasound,TechHealth Inc.,Canada
418,11,200,2024-04-09,State Medical Center,Oyo,MRI Machine,MedTech Co.,USA
419,30,400,2024-04-14,General Clinic,Lagos,CT Scanner,HealthEquip Ltd.,UK
420,10,150,2024-04-19,City Hospital,Rivers,Ultrasound,TechHealth Inc.,Canada
421,12,350,2024-04-24,Hope Hospital,Abuja,MRI Machine,Radiant Suppliers,China
422,10,450,2024-04-29,Healing Hands Hospital,Enugu,X-Ray Machine,HealthEquip Ltd.,UK
423,5,600,2024-05-04,Central Hospital,Kaduna,Ultrasound,MedTech Co.,USA
424,20,120,2024-05-09,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
425,15,330,2024-05-14,City Medical Center,Lagos,MRI Machine,TechHealth Inc.,Canada
426,10,450,2024-05-19,Central Hospital,Rivers,Ultrasound,HealthEquip Ltd.,UK
427,7,200,2024-05-24,Metro Hospital,Abuja,X-Ray Machine,Radiant Suppliers,China
428,25,280,2024-05-29,Hope Clinic,Kano,CT Scanner,TechHealth Inc.,Canada
429,30,400,2024-06-03,Sunshine Hospital,Lagos,MRI Machine,MedTech Co.,USA
430,15,170,2024-06-08,General Hospital,Enugu,Ultrasound,HealthEquip Ltd.,UK
431,12,300,2024-06-13,State Medical Center,Oyo,CT Scanner,MedTech Co.,USA
432,6,400,2024-06-18,Healing Hands Hospital,Rivers,MRI Machine,HealthEquip Ltd.,Canada
433,8,250,2024-06-23,Metro Medical Center,Abuja,X-Ray Machine,TechHealth Inc.,UK
434,14,150,2024-06-28,Central Clinic,Kaduna,Ultrasound,MedTech Co.,China
435,25,220,2024-07-03,Community Hospital,Lagos,MRI Machine,MedTech Co.,USA
436,18,600,2024-07-08,Sunshine Medical,Kano,CT Scanner,HealthEquip Ltd.,UK
437,10,150,2024-07-13,Hope Hospital,Enugu,Ultrasound,Radiant Suppliers,China
438,11,300,2024-07-18,City Medical Center,Oyo,X-Ray Machine,HealthEquip Ltd.,UK
439,25,320,2024-07-23,State Hospital,Lagos,MRI Machine,Radiant Suppliers,China
440,12,400,2024-07-28,General Hospital,Kaduna,CT Scanner,HealthEquip Ltd.,UK
441,30,200,2024-08-02,Healing Touch Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
442,15,150,2024-08-07,Metro Hospital,Abuja,Ultrasound,TechHealth Inc.,Canada
443,20,350,2024-08-12,Central Hospital,Enugu,MRI Machine,MedTech Co.,USA
444,5,450,2024-08-17,Sunshine Hospital,Lagos,CT Scanner,HealthEquip Ltd.,UK
445,10,250,2024-08-22,Community Hospital,Abuja,Ultrasound,Radiant Suppliers,China
446,14,150,2024-08-27,Hope Clinic,Kano,MRI Machine,TechHealth Inc.,Canada
447,20,300,2024-09-01,Healing Hands Hospital,Lagos,Defibrillator,SoloSupplier Inc.,UK
448,5,750,2024-09-06,City Hospital,Rivers,Ventilator,ExclusiveTech Ltd.,Germany
449,10,400,2024-09-11,Metro Medical Center,Abuja,Surgical Table,HealthEquip Ltd.,UK
450,12,200,2024-09-16,State Hospital,Oyo,MRI Machine,MedTech Co.,USA
451,10,250,2024-01-15,General Hospital,Lagos,MRI Machine,MedTech Co.,USA
452,5,200,2024-01-20,City Hospital,Abuja,MRI Machine,HealthEquip Ltd.,UK
453,20,150,2024-01-25,Central Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
454,15,300,2024-01-30,Sunshine Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
455,8,500,2024-02-04,Community Hospital,Kaduna,Ultrasound,HealthEquip Ltd.,UK
456,12,180,2024-02-09,Healing Hands Hospital,Enugu,X-Ray Machine,Radiant Suppliers,China
457,25,220,2024-02-14,Hope Hospital,Kano,MRI Machine,MedTech Co.,USA
458,30,320,2024-02-19,Unity Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
459,10,550,2024-02-24,Metro Hospital,Abuja,Ultrasound,HealthEquip Ltd.,UK
460,50,130,2024-02-29,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
461,20,270,2024-03-05,City Medical Center,Lagos,MRI Machine,MedTech Co.,USA
462,6,300,2024-03-10,General Hospital,Rivers,CT Scanner,TechHealth Inc.,Canada
463,15,250,2024-03-15,Central Clinic,Ogun,Ultrasound,HealthEquip Ltd.,UK
464,4,450,2024-03-20,Healing Touch Hospital,Enugu,MRI Machine,Radiant Suppliers,China
465,25,180,2024-03-25,Sunshine Medical,Lagos,X-Ray Machine,MedTech Co.,USA
466,18,600,2024-03-30,Hope Clinic,Kano,CT Scanner,HealthEquip Ltd.,UK
467,14,150,2024-04-04,Metro Medical Center,Abuja,Ultrasound,TechHealth Inc.,Canada
468,11,200,2024-04-09,State Medical Center,Oyo,MRI Machine,MedTech Co.,USA
469,30,400,2024-04-14,General Clinic,Lagos,CT Scanner,HealthEquip Ltd.,UK
470,10,150,2024-04-19,City Hospital,Rivers,Ultrasound,TechHealth Inc.,Canada
471,12,350,2024-04-24,Hope Hospital,Abuja,MRI Machine,Radiant Suppliers,China
472,10,450,2024-04-29,Healing Hands Hospital,Enugu,X-Ray Machine,HealthEquip Ltd.,UK
473,5,600,2024-05-04,Central Hospital,Kaduna,Ultrasound,MedTech Co.,USA
474,20,120,2024-05-09,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
475,15,330,2024-05-14,City Medical Center,Lagos,MRI Machine,TechHealth Inc.,Canada
476,10,450,2024-05-19,Central Hospital,Rivers,Ultrasound,HealthEquip Ltd.,UK
477,7,200,2024-05-24,Metro Hospital,Abuja,X-Ray Machine,Radiant Suppliers,China
478,25,280,2024-05-29,Hope Clinic,Kano,CT Scanner,TechHealth Inc.,Canada
479,30,400,2024-06-03,Sunshine Hospital,Lagos,MRI Machine,MedTech Co.,USA
480,15,170,2024-06-08,General Hospital,Enugu,Ultrasound,HealthEquip Ltd.,UK
481,12,300,2024-06-13,State Medical Center,Oyo,CT Scanner,MedTech Co.,USA
482,6,400,2024-06-18,Healing Hands Hospital,Rivers,MRI Machine,HealthEquip Ltd.,Canada
483,8,250,2024-06-23,Metro Medical Center,Abuja,X-Ray Machine,TechHealth Inc.,UK
484,14,150,2024-06-28,Central Clinic,Kaduna,Ultrasound,MedTech Co.,China
485,25,220,2024-07-03,Community Hospital,Lagos,MRI Machine,MedTech Co.,USA
486,18,600,2024-07-08,Sunshine Medical,Kano,CT Scanner,HealthEquip Ltd.,UK
487,10,150,2024-07-13,Hope Hospital,Enugu,Ultrasound,Radiant Suppliers,China
488,11,300,2024-07-18,City Medical Center,Oyo,X-Ray Machine,HealthEquip Ltd.,UK
489,25,320,2024-07-23,State Hospital,Lagos,MRI Machine,Radiant Suppliers,China
490,12,400,2024-07-28,General Hospital,Kaduna,CT Scanner,HealthEquip Ltd.,UK
491,30,200,2024-08-02,Healing Touch Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
492,15,150,2024-08-07,Metro Hospital,Abuja,Ultrasound,TechHealth Inc.,Canada
493,20,350,2024-08-12,Central Hospital,Enugu,MRI Machine,MedTech Co.,USA
494,5,450,2024-08-17,Sunshine Hospital,Lagos,CT Scanner,HealthEquip Ltd.,UK
495,10,250,2024-08-22,Community Hospital,Abuja,Ultrasound,Radiant Suppliers,China
496,14,150,2024-08-27,Hope Clinic,Kano,MRI Machine,TechHealth Inc.,Canada
497,20,300,2024-09-01,Healing Hands Hospital,Lagos,Defibrillator,SoloSupplier Inc.,UK
498,5,750,2024-09-06,City Hospital,Rivers,Ventilator,ExclusiveTech Ltd.,Germany
499,10,400,2024-09-11,Metro Medical Center,Abuja,Surgical Table,HealthEquip Ltd.,UK
500,12,200,2024-09-16,State Hospital,Oyo,MRI Machine,MedTech Co.,USA
501,10,250,2024-01-15,General Hospital,Lagos,MRI Machine,MedTech Co.,USA
502,5,200,2024-01-20,City Hospital,Abuja,MRI Machine,HealthEquip Ltd.,UK
503,20,150,2024-01-25,Central Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
504,15,300,2024-01-30,Sunshine Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
505,8,500,2024-02-04,Community Hospital,Kaduna,Ultrasound,HealthEquip Ltd.,UK
506,12,180,2024-02-09,Healing Hands Hospital,Enugu,X-Ray Machine,Radiant Suppliers,China
507,25,220,2024-02-14,Hope Hospital,Kano,MRI Machine,MedTech Co.,USA
508,30,320,2024-02-19,Unity Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
509,10,550,2024-02-24,Metro Hospital,Abuja,Ultrasound,HealthEquip Ltd.,UK
510,50,130,2024-02-29,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
511,20,270,2024-03-05,City Medical Center,Lagos,MRI Machine,MedTech Co.,USA
512,6,300,2024-03-10,General Hospital,Rivers,CT Scanner,TechHealth Inc.,Canada
513,15,250,2024-03-15,Central Clinic,Ogun,Ultrasound,HealthEquip Ltd.,UK
514,4,450,2024-03-20,Healing Touch Hospital,Enugu,MRI Machine,Radiant Suppliers,China
515,25,180,2024-03-25,Sunshine Medical,Lagos,X-Ray Machine,MedTech Co.,USA
516,18,600,2024-03-30,Hope Clinic,Kano,CT Scanner,HealthEquip Ltd.,UK
517,14,150,2024-04-04,Metro Medical Center,Abuja,Ultrasound,TechHealth Inc.,Canada
518,11,200,2024-04-09,State Medical Center,Oyo,MRI Machine,MedTech Co.,USA
519,30,400,2024-04-14,General Clinic,Lagos,CT Scanner,HealthEquip Ltd.,UK
520,10,150,2024-04-19,City Hospital,Rivers,Ultrasound,TechHealth Inc.,Canada
521,12,350,2024-04-24,Hope Hospital,Abuja,MRI Machine,Radiant Suppliers,China
522,10,450,2024-04-29,Healing Hands Hospital,Enugu,X-Ray Machine,HealthEquip Ltd.,UK
523,5,600,2024-05-04,Central Hospital,Kaduna,Ultrasound,MedTech Co.,USA
524,20,120,2024-05-09,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
525,15,330,2024-05-14,City Medical Center,Lagos,MRI Machine,TechHealth Inc.,Canada
526,10,450,2024-05-19,Central Hospital,Rivers,Ultrasound,HealthEquip Ltd.,UK
527,7,200,2024-05-24,Metro Hospital,Abuja,X-Ray Machine,Radiant Suppliers,China
528,25,280,2024-05-29,Hope Clinic,Kano,CT Scanner,TechHealth Inc.,Canada
529,30,400,2024-06-03,Sunshine Hospital,Lagos,MRI Machine,MedTech Co.,USA
530,15,170,2024-06-08,General Hospital,Enugu,Ultrasound,HealthEquip Ltd.,UK
531,12,300,2024-06-13,State Medical Center,Oyo,CT Scanner,MedTech Co.,USA
532,6,400,2024-06-18,Healing Hands Hospital,Rivers,MRI Machine,HealthEquip Ltd.,Canada
533,8,250,2024-06-23,Metro Medical Center,Abuja,X-Ray Machine,TechHealth Inc.,UK
534,14,150,2024-06-28,Central Clinic,Kaduna,Ultrasound,MedTech Co.,China
535,25,220,2024-07-03,Community Hospital,Lagos,MRI Machine,MedTech Co.,USA
536,18,600,2024-07-08,Sunshine Medical,Kano,CT Scanner,HealthEquip Ltd.,UK
537,10,150,2024-07-13,Hope Hospital,Enugu,Ultrasound,Radiant Suppliers,China
538,11,300,2024-07-18,City Medical Center,Oyo,X-Ray Machine,HealthEquip Ltd.,UK
539,25,320,2024-07-23,State Hospital,Lagos,MRI Machine,Radiant Suppliers,China
540,12,400,2024-07-28,General Hospital,Kaduna,CT Scanner,HealthEquip Ltd.,UK
541,30,200,2024-08-02,Healing Touch Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
542,15,150,2024-08-07,Metro Hospital,Abuja,Ultrasound,TechHealth Inc.,Canada
543,20,350,2024-08-12,Central Hospital,Enugu,MRI Machine,MedTech Co.,USA
544,5,450,2024-08-17,Sunshine Hospital,Lagos,CT Scanner,HealthEquip Ltd.,UK
545,10,250,2024-08-22,Community Hospital,Abuja,Ultrasound,Radiant Suppliers,China
546,14,150,2024-08-27,Hope Clinic,Kano,MRI Machine,TechHealth Inc.,Canada
547,20,300,2024-09-01,Healing Hands Hospital,Lagos,Defibrillator,SoloSupplier Inc.,UK
548,5,750,2024-09-06,City Hospital,Rivers,Ventilator,ExclusiveTech Ltd.,Germany
549,10,400,2024-09-11,Metro Medical Center,Abuja,Surgical Table,HealthEquip Ltd.,UK
550,12,200,2024-09-16,State Hospital,Oyo,MRI Machine,MedTech Co.,USA
551,10,250,2024-01-15,General Hospital,Lagos,MRI Machine,MedTech Co.,USA
552,5,200,2024-01-20,City Hospital,Abuja,MRI Machine,HealthEquip Ltd.,UK
553,20,150,2024-01-25,Central Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
554,15,300,2024-01-30,Sunshine Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
555,8,500,2024-02-04,Community Hospital,Kaduna,Ultrasound,HealthEquip Ltd.,UK
556,12,180,2024-02-09,Healing Hands Hospital,Enugu,X-Ray Machine,Radiant Suppliers,China
557,25,220,2024-02-14,Hope Hospital,Kano,MRI Machine,MedTech Co.,USA
558,30,320,2024-02-19,Unity Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
559,10,550,2024-02-24,Metro Hospital,Abuja,Ultrasound,HealthEquip Ltd.,UK
560,50,130,2024-02-29,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
561,20,270,2024-03-05,City Medical Center,Lagos,MRI Machine,MedTech Co.,USA
562,6,300,2024-03-10,General Hospital,Rivers,CT Scanner,TechHealth Inc.,Canada
563,15,250,2024-03-15,Central Clinic,Ogun,Ultrasound,HealthEquip Ltd.,UK
564,4,450,2024-03-20,Healing Touch Hospital,Enugu,MRI Machine,Radiant Suppliers,China
565,25,180,2024-03-25,Sunshine Medical,Lagos,X-Ray Machine,MedTech Co.,USA
566,18,600,2024-03-30,Hope Clinic,Kano,CT Scanner,HealthEquip Ltd.,UK
567,14,150,2024-04-04,Metro Medical Center,Abuja,Ultrasound,TechHealth Inc.,Canada
568,11,200,2024-04-09,State Medical Center,Oyo,MRI Machine,MedTech Co.,USA
569,30,400,2024-04-14,General Clinic,Lagos,CT Scanner,HealthEquip Ltd.,UK
570,10,150,2024-04-19,City Hospital,Rivers,Ultrasound,TechHealth Inc.,Canada
571,12,350,2024-04-24,Hope Hospital,Abuja,MRI Machine,Radiant Suppliers,China
572,10,450,2024-04-29,Healing Hands Hospital,Enugu,X-Ray Machine,HealthEquip Ltd.,UK
573,5,600,2024-05-04,Central Hospital,Kaduna,Ultrasound,MedTech Co.,USA
574,20,120,2024-05-09,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
575,15,330,2024-05-14,City Medical Center,Lagos,MRI Machine,TechHealth Inc.,Canada
576,10,450,2024-05-19,Central Hospital,Rivers,Ultrasound,HealthEquip Ltd.,UK
577,7,200,2024-05-24,Metro Hospital,Abuja,X-Ray Machine,Radiant Suppliers,China
578,25,280,2024-05-29,Hope Clinic,Kano,CT Scanner,TechHealth Inc.,Canada
579,30,400,2024-06-03,Sunshine Hospital,Lagos,MRI Machine,MedTech Co.,USA
